Condition,google_product_category,store_code,vehicle_fulfillment(option:store_code),Brand,Model,Year,Color,Mileage,Price,VIN,image_link,link_template
Used,123,xpremium,in_store:premium,HONDA,CIVIC,2018,Silver,64976,13900,19XFC2F56JE016289,https://premiumcarsfl.com/wp-content/uploads/2023/10/19XFC2F56JE016289-02.jpg,https://premiumcarsfl.com/listing/2018-honda-civic-lx-4dr-sedan-cvt/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,F150,2019,Gray,98980,30900,1FTEX1CB6KKD98200,https://premiumcarsfl.com/wp-content/uploads/2023/10/1FTEX1CB6KKD98200-02.jpg,https://premiumcarsfl.com/listing/2019-ford-f-150-xlt-4x2-supercab/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,TAHOE,2020,Black,114912,32900,1GNSCBKC8LR149654,https://premiumcarsfl.com/wp-content/uploads/2023/10/1GNSCBKC8LR149654-02.jpg,https://premiumcarsfl.com/listing/2020-chevrolet-tahoe-lt-4x2-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,MALIBU,2013,Gold,126340,5900,1G11B5SA0DF143964,https://premiumcarsfl.com/wp-content/uploads/2023/10/1GT1BSSAC0FIA0USA-02.jpg,https://premiumcarsfl.com/listing/2013-chevrolet-malibu-ls-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,Dart,2015,Black,125990,5900,1C3CDFAA9FD432538,https://premiumcarsfl.com/wp-content/uploads/2023/10/1C3CDFAA9FD432538-02.jpg,https://premiumcarsfl.com/listing/2015-dodge-dart-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,,2017,Gray,102637,18900,1C4RDHDG9HC672182,https://premiumcarsfl.com/wp-content/uploads/2023/10/1C4RDHDG9HC672182-02.jpg,https://premiumcarsfl.com/listing/2015-ford-focus-se-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,RAV4,2017,Blue,74542,16900,JTMZFREV0HJ144636,https://premiumcarsfl.com/wp-content/uploads/2023/10/JTMZFREV0HJ144636-02.jpg,https://premiumcarsfl.com/listing/2017-toyota-rav4-le-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SOUL,2020,Red,45643,14900,KNDJ23AU7L7721994,https://premiumcarsfl.com/wp-content/uploads/2023/10/CNDI23AU7L7721994-02.jpg,https://premiumcarsfl.com/listing/2020-kia-soul-s-wagon-4d/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,CAMRY,2021,White,48700,18900,4T1C11AK3MU562291,https://premiumcarsfl.com/wp-content/uploads/2023/10/4T1C11AK3MU562291-02.jpg,https://premiumcarsfl.com/listing/2021-toyota-camry-le-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,AUDI,,,White,111336,18900,2C4RC1GG3JR170772,https://premiumcarsfl.com/wp-content/uploads/2023/10/2C4RC1GG3JR170772-02.jpg,https://premiumcarsfl.com/listing/2018-chrysler-pacifica-limited-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,SUBARU,IMPREZA,2015,Black,113053,7900,JF1GJAC65FH002506,https://premiumcarsfl.com/wp-content/uploads/2023/10/JFIGJAC65FH002506-02.jpg,https://premiumcarsfl.com/listing/2015-subaru-impreza-2-0i-premium-awd-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2020,,48066,16900,SYFEPRAE8LP133518,https://premiumcarsfl.com/wp-content/uploads/2023/10/SYFEPRAE8LP133518-02.jpg,https://premiumcarsfl.com/listing/2020-toyota-corolla-le-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2018,Blue,95884,14900,5YFBURHE7JP825154,https://premiumcarsfl.com/wp-content/uploads/2023/10/5YFBURHE7JP825154-02.jpg,https://premiumcarsfl.com/listing/2018-toyota-corolla-se-4dr-sedan-cvt/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2014,Gray,136937,5900,1FMCU0F76EUC51638,https://premiumcarsfl.com/wp-content/uploads/2023/11/1FMCU0F76EUC51638-02.jpg,https://premiumcarsfl.com/listing/2014-ford-escape-s-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,RAM,,2014,Silver,85592,13900,3C6JR6AT9EG101540,https://premiumcarsfl.com/wp-content/uploads/2023/11/3C6JR6AT9EG101540-02.jpg,https://premiumcarsfl.com/listing/2014-ram-1500-tradesman-4x2-2dr-regular-cab-6-3-ft-sb-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2018,Silver,83407,13900,5YFBURHE2JP751738,https://premiumcarsfl.com/wp-content/uploads/2023/11/SYFBURHE2JP751738-02.jpg,https://premiumcarsfl.com/listing/2018-toyota-corolla-l-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SPORTAGE,2011,Orange,116283,7995,KNDPC3A67B7116283,https://premiumcarsfl.com/wp-content/uploads/2023/11/KNDPC3A67B7116283-02.jpg,https://premiumcarsfl.com/listing/2011-kia-sportage-sx-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,F150,2018,Red,81717,28900,1FTEW1EG5JFA07332,https://premiumcarsfl.com/wp-content/uploads/2023/10/1FTEW1EG5JFA07332-02.jpg,https://premiumcarsfl.com/listing/2018-ford-f-150-xlt-4x4-supercrew-5-5-ft-sb/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,MALIBU,2017,Gold,79913,11900,1G1ZE5ST2HF198160,https://premiumcarsfl.com/wp-content/uploads/2023/10/1G1ZE5ST2HF198160-02.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-malibu-lt-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,MALIBU,2018,Red,85550,12900,1G1ZD5ST8JF204262,https://premiumcarsfl.com/wp-content/uploads/2023/10/1G1ZD5ST8JF204262-02.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-malibu-lt-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,"GRAN CARAVAN",2020,Red,81802,17900,2C4RDGEG0LR199040,https://premiumcarsfl.com/wp-content/uploads/2023/10/2C4RDGEG0LR199040-02.jpg,https://premiumcarsfl.com/listing/2020-dodge-grand-caravan-gt-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,FORTE,2019,Black,107385,19900,KNAE15LA7K6064277,https://premiumcarsfl.com/wp-content/uploads/2023/10/KNAE15LA7K6061277-02.jpg,https://premiumcarsfl.com/listing/2016-toyota-corolla-le-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2016,Black,111509,10900,2T1BURHE7GC693876,https://premiumcarsfl.com/wp-content/uploads/2023/10/2T1BURHE7GC693876-02.jpg,https://premiumcarsfl.com/listing/2016-toyota-corolla-le-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,AUDI,,2018,Silver,75737,16900,JN1EV7AR5JM440581,https://premiumcarsfl.com/wp-content/uploads/2023/10/JNTEV7AR5JM440581-02.jpg,https://premiumcarsfl.com/listing/2018-infiniti-q50-luxe-awd-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,ACCORD,2019,White,146782,14900,1HGCV1F39KA126510,https://premiumcarsfl.com/wp-content/uploads/2023/10/1HGCV1F39KA126510-02.jpg,https://premiumcarsfl.com/listing/2019-honda-accord-sport-4dr-seda/?store=xpremium
Used,123,xpremium,in_store:premium,AUDI,,2020,Black,75014,17900,2C4RC1DG5LR151616,https://premiumcarsfl.com/wp-content/uploads/2023/11/2C4RC1DG5LR151616-02.jpg,https://premiumcarsfl.com/listing/2020-chrysler-voyager-lxi-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,ALTIMA,2018,Silver,151638,8900,1N4AL3AP1JC269915,https://premiumcarsfl.com/wp-content/uploads/2023/11/1N4AL3AP1JC269915-02.jpg,https://premiumcarsfl.com/listing/2018-nissan-altima-sv-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,SONATA,2017,Silver,100749,6900,5NPE24AF2KH810908,https://premiumcarsfl.com/wp-content/uploads/2023/11/5NPE24AF2KH810908-02.jpg,https://premiumcarsfl.com/listing/2019-hyundai-sonata-se-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,TERRAIN,2017,Silver,75395,17900,1GTG5BEA4H1165780,https://premiumcarsfl.com/wp-content/uploads/2023/11/1GTG5BEA4H1165780-02.jpg,https://premiumcarsfl.com/listing/2017-ford-mustang-premium-convertible-2d-2/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2017,Black,92624,16900,1FATP8UH7H5292631,https://premiumcarsfl.com/wp-content/uploads/2023/11/1FATP8UH7H5292631-02.jpg,https://premiumcarsfl.com/listing/2017-ford-mustang-premium-convertible-2d/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,CIVIC,2016,Red,114480,10900,2HGFC2F51GH552534,https://premiumcarsfl.com/wp-content/uploads/2023/11/2HGFC2F51GH552534-02.jpg,https://premiumcarsfl.com/listing/2016-honda-civic-lx-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EDGE,2018,Black,87248,13995,2FMPK3J98JBB19403,https://premiumcarsfl.com/wp-content/uploads/2023/11/2FMPK3J98JBB19403-02.jpg,https://premiumcarsfl.com/listing/2018-ford-edge-sel-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,HR-V,2021,White,118585,14900,3CZRU5H37MM722280,https://premiumcarsfl.com/wp-content/uploads/2023/11/3CZRU5H37MM722280-02-1.jpg,https://premiumcarsfl.com/listing/2021-honda-hr-v-lx-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SOUL,2016,Gray,186752,5900,KNDJP3A51G7349844,https://premiumcarsfl.com/wp-content/uploads/2023/11/KNDJP3A51G7349844-02.jpg,https://premiumcarsfl.com/listing/2014-hyundai-santa-fe-limited-sport-utility-4d-2/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,"SANTA FE",2014,Gray,129809,8900,KM8SN4HFXEU048238,https://premiumcarsfl.com/wp-content/uploads/2023/11/KM8SN4HFXEU048238-02.jpg,https://premiumcarsfl.com/listing/2014-hyundai-santa-fe-limited-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EDGE,2017,Gray,118241,12900,2FMPK3K90HBB12504,https://premiumcarsfl.com/wp-content/uploads/2023/11/2FMPK3K90HBB12504-02.jpg,https://premiumcarsfl.com/listing/2017-ford-edge-titanium-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,JOURNEY,2017,Black,153772,5900,3C4PDCAB1HT694619,https://premiumcarsfl.com/wp-content/uploads/2023/11/3C4PDCAB1HT694619-02.jpg,https://premiumcarsfl.com/listing/2017-dodge-journey-se-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2017,Black,119048,7900,1FMCU0GD2HUD10306,https://premiumcarsfl.com/wp-content/uploads/2023/11/1FMCU0GD2HUD10306-02.jpg,https://premiumcarsfl.com/listing/2017-ford-escape-se-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,BLAZER,2018,Gold,53305,11900,3GNCJKSBXJL199297,https://premiumcarsfl.com/wp-content/uploads/2023/11/3GNCJKSBXJL199297-02.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-trax-ls-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,CRUZE,2015,Black,89446,6900,1G1PC5SB4F7213723,https://premiumcarsfl.com/wp-content/uploads/2023/11/1G1PC5SB4F7213723-02-1.jpg,https://premiumcarsfl.com/listing/2015-chevrolet-cruz-1lt-auto-4dr-sedan-w-1sd/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,F250,2019,Gray,179458,29900,1FT7W2BT5KEE05664,https://premiumcarsfl.com/wp-content/uploads/2023/11/1FT7W2BT5KEE05664-02-1.jpg,https://premiumcarsfl.com/listing/2019-ford-f-250-super-duty-xlt-4x4-4dr-crew-cab-6-8-ft-sb-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EXPLORER,2016,Blue,105179,12995,1FM5K7BH5GGC15348,,https://premiumcarsfl.com/listing/2016-ford-explorer-base-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,CHARGER,2020,Gray,78562,22900,2C3CDXBG6LH144502,https://premiumcarsfl.com/wp-content/uploads/2023/11/2C3CDXAGXGH283488-02.jpg,https://premiumcarsfl.com/listing/2020-dodge-charger-sxt-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,JOURNEY,2015,Red,74897,8900,3C4PDCAB5FT518511,https://premiumcarsfl.com/wp-content/uploads/2023/11/3C4PDCAB5FT518511-02.jpg,https://premiumcarsfl.com/listing/2015-dodge-journey-american-value-package-4dr-suv-2/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,CIVIC,2020,Gray,32786,17900,2HGFC2F66LH560082,https://premiumcarsfl.com/wp-content/uploads/2023/11/2HGFC2F66LH560082-02.jpg,https://premiumcarsfl.com/listing/10720/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,MALIBU,2017,Red,131691,8900,1G1ZE5ST0HF197587,https://premiumcarsfl.com/wp-content/uploads/2023/11/1G1ZE5ST0HF197587-02.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-malibu-lt-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SORENTO,2020,Black,84122,13900,5XYPG4A33LG664348,https://premiumcarsfl.com/wp-content/uploads/2023/11/5XYPG4A33LG664348-02.jpg,https://premiumcarsfl.com/listing/2020-kia-sorento-lx-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,SILVERADO,2021,,58967,26900,1GCRWBEH9MZ174151,https://premiumcarsfl.com/wp-content/uploads/2023/11/1GCRWBEH9MZ174151-02.jpg,https://premiumcarsfl.com/listing/2021-chevrolet-silverado-1500-custom-4x2-4dr-double-cab-6-6-ft-sb/?store=xpremium
Used,123,xpremium,in_store:premium,RAM,,2019,Red,140264,13900,1C6RR6TTXKS532506,https://premiumcarsfl.com/wp-content/uploads/2023/11/1C6RR6TTXKS532506-02.jpg,https://premiumcarsfl.com/listing/2019-ram-ram-pickup-slt-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,MURANO,2017,Blue,133653,12995,5N1AZ2MG3HN108880,https://premiumcarsfl.com/wp-content/uploads/2023/11/5N1AZ2MG3HN108880-02.jpg,https://premiumcarsfl.com/listing/2017-nissan-murano-sl-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,COLORADO,2018,White,90797,18900,1GCHTBEA1J1155675,https://premiumcarsfl.com/wp-content/uploads/2023/11/1GCHTBEA1J1155675-02.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-colorado-lt-4x4-4dr-crew-cab-6-ft-lb/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,IMPALA,2016,White,156963,5900,2G1115S34G9205058,https://premiumcarsfl.com/wp-content/uploads/2023/11/2G1115S34G9205058-02.jpg,https://premiumcarsfl.com/listing/2016-chevrolet-impala-sedan-4-dr/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,SONATA,2016,Black,58614,21900,SNPEGAJAAMHI19423,https://premiumcarsfl.com/wp-content/uploads/2023/11/SNPEGAJAAMHI19423-02.jpg,https://premiumcarsfl.com/listing/2016-hyundai-sonata-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,SUBURBAN,2016,Black,129245,23900,1GNSCJKC5GR199105,https://premiumcarsfl.com/wp-content/uploads/2023/11/1GNSCJKC5GR199105-02.jpg,https://premiumcarsfl.com/listing/2016-chevrolet-suburban-ltz-4x2-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,TERRAIN,2014,White,129245,8900,2GKFLUE37E6130243,https://premiumcarsfl.com/wp-content/uploads/2023/11/2GKFLUE37E6130243-02.jpg,https://premiumcarsfl.com/listing/2014-gmc-terrain-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,,2018,White,131206,8900,5XXGT4L32JG198986,https://premiumcarsfl.com/wp-content/uploads/2023/11/5XXGT4L32JG198986-02.jpg,https://premiumcarsfl.com/listing/2018-kia-optima-s-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,AUDI,,2014,Black,110891,8995,3LN6L2G90ER824214,https://premiumcarsfl.com/wp-content/uploads/2023/11/3LN6L2G90ER824214-02.jpg,https://premiumcarsfl.com/listing/2014-lincoln-mkz/?store=xpremium
Used,123,xpremium,in_store:premium,ACURA,MDX,2013,Black,126569,11995,2HNYD2H3XDH522082,https://premiumcarsfl.com/wp-content/uploads/2023/11/2HNYD2H3XDH522082-02.jpg,https://premiumcarsfl.com/listing/2013-acura-mdx-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2017,Black,110454,8900,1FMCU0GD9HUD34988,https://premiumcarsfl.com/wp-content/uploads/2023/11/1FMCU0GD9HUD34988-02.jpg,https://premiumcarsfl.com/listing/2017-ford-escape-se-sport-utility-4d-2/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,HR-V,2022,Black,10280,21900,3CZRU5H31NM728528,https://premiumcarsfl.com/wp-content/uploads/2023/11/3CZRU5H31NM728528-02.jpg,https://premiumcarsfl.com/listing/2022-honda-hr-v-lx-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,MITSUBISHI,"OUTLANDER SPORT",2018,Blue,158378,8900,JA4AP3AU7JU024447,https://premiumcarsfl.com/wp-content/uploads/2023/11/JA4AP3AU7JU024447-02.jpg,https://premiumcarsfl.com/listing/2018-mitsubishi-outlander-es-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,TAURUS,2013,Black,110736,9900,1FAHP2KT0DG183730,https://premiumcarsfl.com/wp-content/uploads/2023/12/1FAHP2KT0DG183730-03.jpg,https://premiumcarsfl.com/listing/2013-ford-taurus-sho-awd-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,CHEVROLET,CAMARO,2018,Black,106508,15900,1G1FB1RXXK0126856,https://premiumcarsfl.com/wp-content/uploads/2023/12/1G1FB1RXXK0126856-03.jpg,https://premiumcarsfl.com/listing/2019-chevrolet-camaro-lt-2dr-coupe-w-1lt/?store=xpremium
Used,123,xpremium,in_store:premium,MITSUBISHI,OUTLANDER,2020,Black,81603,18900,JA4AZ3A31LZ041235,https://premiumcarsfl.com/wp-content/uploads/2023/12/JA4AZ3A31LZ041235-03.jpg,https://premiumcarsfl.com/listing/2020-mitsubishi-outlander-le-awd-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,SIERRA,2015,Black,97752,15900,1GTV2UEC6FZ344799,,https://premiumcarsfl.com/listing/2015-gmc-sierra-1500-sle-4x4-4dr-double-cab-6-5-ft-sb/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,CAMRY,2019,Blue,80219,17900,4T1B11HK0KU189872,https://premiumcarsfl.com/wp-content/uploads/2023/12/4T1B11HK0KU189872-03.jpg,https://premiumcarsfl.com/listing/2019-toyota-camry-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,EDGE,2019,Black,85909,17900,2FMPK3K91KBB62240,https://premiumcarsfl.com/wp-content/uploads/2023/12/2FMPK3K91KBB62240-02.jpg,https://premiumcarsfl.com/listing/2019-ford-edge-titanium-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,AUDI,,2021,Blue,42824,18900,5NPEG4JAXMH125807,https://premiumcarsfl.com/wp-content/uploads/2023/12/5NPEG4JAXMH125807-03.jpg,https://premiumcarsfl.com/listing/2021-hyundai-sonata-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,CAMRY,2018,Silver,116950,13900,JTNB11HK3J3032339,https://premiumcarsfl.com/wp-content/uploads/2023/12/JTNB11HK3J3032339-03.jpg,https://premiumcarsfl.com/listing/2018-toyota-camry-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,AUDI,,2019,GREEN,75642,8900,KNDJN2A23K7921799,https://premiumcarsfl.com/wp-content/uploads/2023/12/KNDJN2A23K7921799-03.jpg,https://premiumcarsfl.com/listing/2019-kia-soul-base-4dr-crossover-6a/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,CANYON,2015,Red,191897,12900,1GTH6BE31F1220749,https://premiumcarsfl.com/wp-content/uploads/2023/12/1GTH6BE31F1220749-02.jpg,https://premiumcarsfl.com/listing/2015-gmc-canyon-sle-4x4-4dr-extended-cab-6-ft-lb/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,CHALLENGER,2023,Red,6928,27900,2C3CDZJGXPH545800,https://premiumcarsfl.com/wp-content/uploads/2023/12/2C3CDZJGXPH545800-02-1.jpg,https://premiumcarsfl.com/listing/2023-dodge-challenger-gt-2dr-coupe-stock/?store=xpremium
Used,123,xpremium,in_store:premium,GMC,SIERRA,2017,Silver,119588,26900,3GTU2NECXHG197598,https://premiumcarsfl.com/wp-content/uploads/2023/12/3GTU2NECXHG197598-02.jpg,https://premiumcarsfl.com/listing/2017-gmc-sierra-1500-slt-4x4-4dr-crew-cab-6-5-ft-sb-stock/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,"GRAN CARAVAN",2019,Black,147060,9900,2C4RDGCG9KR693155,https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RDGCG9KR693155-03.jpg,https://premiumcarsfl.com/listing/2019-dodge-grand-caravan-sxt-35th-anniversary-edition-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,FUSION,2018,Black,131529,8900,3FA6P0G70JR129338,https://premiumcarsfl.com/wp-content/uploads/2023/12/3FA6P0G70JR129338-03.jpg,https://premiumcarsfl.com/listing/2018-ford-fusion-s-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,HONDA,CIVIC,2019,Black,133872,14900,JHMFC1F30KX002526,https://premiumcarsfl.com/wp-content/uploads/2023/12/JHMFC1F30KX002526-03.jpg,https://premiumcarsfl.com/listing/2019-honda-civic-ex-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,SOUL,2015,Gray,143567,6900,KNDJP3A56F7212297,https://premiumcarsfl.com/wp-content/uploads/2023/12/KNDJP3A56F7212297-03.jpg,https://premiumcarsfl.com/listing/2015-kia-soul-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,DODGE,"GRAN CARAVAN",2020,Gray,81476,16900,2C4RDGCG1LR173839,https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RDGCG1LR173839-03.jpg,https://premiumcarsfl.com/listing/2020-dodge-grand-caravan-sxt-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,KIA,OPTIMA,2016,PEWTER,87680,8900,5XXGT4L36GG026243,https://premiumcarsfl.com/wp-content/uploads/2023/12/5XXGT4L36GG026243-03.jpg,https://premiumcarsfl.com/listing/2016-kia-optima-lx-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,RAM,1500,2022,White,23426,38900,1C6RRFBG3NN480868,https://premiumcarsfl.com/wp-content/uploads/2023/12/1C6RRFBG3NN480868-03.jpg,https://premiumcarsfl.com/listing/2022-ram-1500-big-horn-4x4-4dr-quad-cab-6-4-ft-sb-pickup/?store=xpremium
Used,123,xpremium,in_store:premium,MITSUBISHI,"ECLIPSE CROSS",2020,White,95135,15900,JA4AS3AA2LZ008201,https://premiumcarsfl.com/wp-content/uploads/2023/12/JA4AS3AA2LZ008201-03.jpg,https://premiumcarsfl.com/listing/2020-mitsubishi-eclipse-cross-es-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,RAM,PROMASTER,2016,White,102596,20900,3C6TRVAG8GE105258,https://premiumcarsfl.com/wp-content/uploads/2023/12/3C6TRVAG8GE105258-03.jpg,https://premiumcarsfl.com/listing/2016-ram-promaster-1500-136-wb-3dr-low-roof-cargo-van/?store=xpremium
Used,123,xpremium,in_store:premium,JEEP,CHEROKEE,2019,Black,70779,16900,1C4PJMCBXKD352109,https://premiumcarsfl.com/wp-content/uploads/2023/12/1C4PJMCBXKD352109-03.jpg,https://premiumcarsfl.com/listing/2019-jeep-cherokee-latitude-4x4-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2022,Black,39775,18900,5YFEPMAE1NP290832,https://premiumcarsfl.com/wp-content/uploads/2023/12/5YFEPMAE1NP290832-03.jpg,https://premiumcarsfl.com/listing/2022-toyota-corolla-le-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,JEEP,CHEROKEE,2015,White,96552,14900,1C4RJEAG8GC394174,https://premiumcarsfl.com/wp-content/uploads/2023/12/1C4RJEAG8GC394174-03.jpg,https://premiumcarsfl.com/listing/2016-jeep-grand-cherokee-laredo-4x2-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,NISSAN,ALTIMA,2020,Gray,58312,22900,1N4BL4BV3LC207264,https://premiumcarsfl.com/wp-content/uploads/2024/01/1N4BL4BV3LC207264-02-1.jpg,https://premiumcarsfl.com/listing/2020-nissan-altima-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,TOYOTA,COROLLA,2021,Silver,61517,15900,5YFEPMAE7MP219679,https://premiumcarsfl.com/wp-content/uploads/2024/01/5YFEPMAE7MP219679-03.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-le-4dr-sedan-4/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2018,Silver,136830,7900,5NPD84LFXJH400864,https://premiumcarsfl.com/wp-content/uploads/2024/01/5NPD84LFXJH400864-03.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,CHRYSLER,PACIFICA,2017,Blue,85444,12900,2C4RC1DG0HR522169,https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RC1DG0HR522169-03.jpg,https://premiumcarsfl.com/listing/2017-chrysler-pacifica-touring-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,HYUNDAI,ELANTRA,2020,Black,52138,14900,5NPD74LF0LH528035,https://premiumcarsfl.com/wp-content/uploads/2023/12/5NPD74LF0LH528035-03.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,ESCAPE,2018,Black,109222,10900,1FMCU0F72JUA33142,https://premiumcarsfl.com/wp-content/uploads/2023/12/1FMCU0F72JUA33142-03.jpg,https://premiumcarsfl.com/listing/2018-ford-escape-s-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,FUSION,2014,Black,169902,3900,3FA6P0HD1ER133960,https://premiumcarsfl.com/wp-content/uploads/2023/12/3FA6P0HD1ER133960-03.jpg,https://premiumcarsfl.com/listing/2014-ford-fusion-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,FORD,FUSION,2013,Blue,183269,3900,3FA6P0G7XDR364351,https://premiumcarsfl.com/wp-content/uploads/2023/12/3FA6P0G7XDR364351-03.jpg,https://premiumcarsfl.com/listing/2013-ford-fusion-s-4dr-sedan/?store=xpremium
